Data Inicio,Mês,Ano,Atividade,Tipo de atividade,Detalhamento,Categoria,N° de participantes participantes,Modalidade,ESTADO,Participantes_limpo,Data_inicio
10/04/2025,abril ,2025,Ação externa,Reunião de representantes,Reunião com os representantes do SEBRAE BJ,Empresa,4,Presencial,Piauí,4.0,2025-04-10
12/04/2025,abril ,2025,Ação externa,Reunião de representantes,Apresentação formal ao Crea Bom Jesus;,CREA,12,Presencial,Piauí,12.0,2025-04-12
29/04/2025,abril ,2025,Ação externa,Palestras,Apresentação do programa Creajr aos calouros do curso de Engenharia Agronômica.,IES,40,Presencial,Piauí,40.0,2025-04-29
30/04/2025,abril ,2025,Ação interna,Desenvolvimento interno,Reunião interna do Núcleo.,CREA Jr,3,Presencial,Piauí,3.0,2025-04-30
08/05/2025,maio ,2025,Ação interna,Reunião,Reunião do Núcleo Floriano,Nucleo,4,Presencial,Piauí,4.0,2025-05-08
21/05/2025,maio ,2025,Participação,Semana de engenharia,Participação do Núcleo Floriano no XIII EEEAPI,Estadual,350+,Presencial,Piauí,350.0,2025-05-21
21/05/2025,maio ,2025,Participação,Semana de engenharia,Participação do Núcleo TERESINA no XIII EEEAPI,Estadual,350+,Presencial,Piauí,350.0,2025-05-21
21/05/2025,maio ,2025,Participação,Semana de engenharia,Participação do Núcleo PARNAIBA no XIII EEEAPI,Estadual,350+,Presencial,Piauí,350.0,2025-05-21
21/05/2025,maio ,2025,Ação externa,Evento,Realização do 13 encontro estadual de engenharia e agronomia do piauí,Estadual,350+,Presencial,Piauí,350.0,2025-05-21
04/06/2025,junho ,2025,Participação,Evento,participação do creajr no Brazil Energy Conference,Empresa,3000+,Presencial,Piauí,3000.0,2025-06-04
05/06/2025,junho ,2025,Participação,Evento,participação do creajr no 4 SEMINARIO DE AVALIAÇÕES E PERICIAS,Entidades de classe,40,Presencial,Piauí,40.0,2025-06-05
22/06/2025,junho ,2025,Participação,Evento,Participação no jantar de honra ao merito da engenahria civil abenc piaui,Entidades de classe,200,Presencial,Piauí,200.0,2025-06-22
12/07/2025,julho ,2025,Participação,Evento,participação no 12 cep em teresina,CREA,200+,Presencial,Piauí,200.0,2025-07-12
14/07/2025,julho ,2025,Participação,Reunião de representantes,3 reunião do colegiado de representantes do creajr,CREA Jr,17,Presencial,Piauí,17.0,2025-07-14
17/07/2025,julho ,2025,Participação,Evento,participação/organização da fenopi - feira das engenahrias do norte do piaui,CREA Jr,200+,Presencial,Piauí,200.0,2025-07-17
22/07/2025,julho ,2025,Ação interna,Reunião interna,reunião geral para alinhamento interno,Estadual,17,Online,Piauí,17.0,2025-07-22
05/07/2025,julho ,2025,Ação interna,Reunião,reuniao com o presidente do crea pi para alinhar 2 semestre,CREA,5,Presencial,Piauí,5.0,2025-07-05
30/06/2025,junho ,2025,Ação externa,Palestras,palestra institucional no IFPI SUL,CREA Jr,40,Presencial,Piauí,40.0,2025-06-30
22/07/2025,julho ,2025,Ação interna,Reunião interna,reuniao estadual + assessoria,Estadual,2,Online,Piauí,2.0,2025-07-22
22/07/2025,julho ,2025,Ação interna,Reunião interna,estadual + parnaiba,Estadual,3,Online,Piauí,3.0,2025-07-22
22/08/2025,agosto ,2025,Ação interna,Reunião interna,floriano,Nucleo,3,Online,Piauí,3.0,2025-08-22
28/08/2025,agosto ,2025,Ação interna,Reunião,florinao + estadual,Estadual,4,Online,Piauí,4.0,2025-08-28
11/07/2025,julho ,2025,Participação,Evento,participação no cep teresina,CREA,100+,Presencial,Piauí,100.0,2025-07-11
22/07/2025,julho ,2025,Ação interna,Reunião,reunião geral coordenação e núcleo teresina,Estadual,5,Online,Piauí,5.0,2025-07-22
12/08/2025,agosto ,2025,Ação externa,Palestras,palestra institucional para eng agronomica,CREA Jr,50,Presencial,Piauí,50.0,2025-08-12
13/08/2025,agosto ,2025,Ação externa,Palestras,palestra institucional eng civil,CREA Jr,60,Presencial,Piauí,60.0,2025-08-13
18/08/2025,agosto ,2025,Ação externa,Palestras,palestra institucional para mecanica,CREA Jr,30,Presencial,Piauí,30.0,2025-08-18
21/08/2025,agosto ,2025,Ação externa,Palestras,palestra institucionalprodução,CREA Jr,30,Presencial,Piauí,30.0,2025-08-21
26/08/2025,agosto ,2025,Ação externa,Palestras,palestra institucional eng cartografica e de agrimensura,CREA Jr,30,Presencial,Piauí,30.0,2025-08-26
30/08/2025,agosto ,2025,Ação externa,Palestras,palestra pirmieros passos para licitação,CREA Jr,30,Presencial,Piauí,30.0,2025-08-30
28/06/2025,junho ,2025,Participação,Reunião,reunião com a aenpi,CREA Jr,,Presencial,Piauí,,2025-06-28
05/09/2025,setembro ,2025,Participação,Evento,participação no enrec,CREA Jr,,Presencial,Piauí,,2025-09-05
03/09/2025,setembro ,2025,Ação interna,Reunião,reunião com o presidente do crea,CREA Jr,2,Presencial,Piauí,2.0,2025-09-03
03/09/2025,setembro ,2025,Ação interna,Reunião,reunião com o presidente do crea,CREA Jr,5,Presencial,Piauí,5.0,2025-09-03
03/09/2025,setembro ,2025,Ação interna,Reunião,reunião com assessor do creajr pi,CREA Jr,6,Presencial,Piauí,6.0,2025-09-03
23/08/2025,agosto ,2025,Ação interna,Reunião interna,reunião coordenação,Estadual,7,Presencial,Piauí,7.0,2025-08-23
02/01/2025,janeiro ,2025,Ação interna,Treinamento,"Treinamento da nova equipe do núcleo Bacabal, para habilita-lós em desenvolver suas funções corretamente no núcleo",CREA Jr,10,Online,Maranhão,10.0,2025-01-02
09/01/2025,janeiro ,2025,Participação,Plenaria,Cerimonia de posse da gestão de 2025 na 1°Plenaria de 2025 na sede do Crea MA,CREA,50,Presencial,Maranhão,50.0,2025-01-09
13/01/2025,janeiro ,2025,Participação,Reunião de representantes,I Reunião extraordinária colégio dos representantes do Crea Jr 2025,CREA Jr,55,Online,Maranhão,55.0,2025-01-13
18/01/2025,janeiro ,2025,Ação interna,Reunião interna,Reunião geral de Coordenadores,Nucleo,13,Online,Maranhão,13.0,2025-01-18
21/01/2025,janeiro ,2025,Ação externa,Ação social,"CAMPANHA ""REGISTRA-SE"", tem como objetivo aumentar e registrar profissionais recém formados no estado",Nucleo,100,Hibrido,Maranhão,100.0,2025-01-21
23/01/2025,janeiro ,2025,Ação interna,Reunião interna,"Apresentação dos coordenadores eleitos CREA JR- Núcleo Pinheiro 2025 e alinhamento de demandas, despedida dos antigos coordenadores.",Nucleo,19,Online,Maranhão,19.0,2025-01-23
23/01/2025,janeiro ,2025,Ação interna,Reunião interna,Apresentação dos coordenadores eleitos CREA JR- Núcleo Snta Ines 2025 e alinhamento de demandas e Processo Seletivo para março/2025,Nucleo,3,Online,Maranhão,3.0,2025-01-23
27/01/2025,janeiro ,2025,Ação interna,Reunião interna,1° Reunião com os Coordenadores de Núcleos Estaduais do Maranhão,Estadual,45,Online,Maranhão,45.0,2025-01-27
28/01/2025,janeiro ,2025,Participação,Evento,Presidente do CreaJr MA representou o estaduno no 14° Encontro de Lideres em Brasilia,CONFEA,100,Presencial,Maranhão,100.0,2025-01-28
30/01/2025,janeiro ,2025,Participação,Evento,"Evento do SEBRAE, voltado para o público jovem",Empresa,4,Presencial,Maranhão,4.0,2025-01-30
30/01/2025,janeiro ,2025,Participação,Parceria,Realizamos uma parceria com a SEJUV (Secretaria de Juventude de Pinheiro- Ma),Parceria,4,Presencial,Maranhão,4.0,2025-01-30
01/02/2025,fevereiro ,2025,Ação interna,Reunião interna,REUNIÃO GERAL DO NÚCLEO DE CHAPADINHA,Nucleo,20,Presencial,Maranhão,20.0,2025-02-01
06/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Elaboração do cronograma de atividades 2025.1,Nucleo,9,Hibrido,Maranhão,9.0,2025-02-06
09/02/2025,fevereiro ,2025,Participação,Treinamento,Treinamento da Gestão Estratégica - Nacional,CREA Jr,4,Online,Maranhão,4.0,2025-02-09
10/02/2025,fevereiro ,2025,Ação interna,Reunião interna,"Reunião interna de diretora da estadual; pautas: Planejamento estratégico preliminar;
Metas e objetivos mínimos;
Diretrizes da gestão 2025;
Atividades e eventos programados;
Assuntos gerais.",CREA Jr,5,Online,Maranhão,5.0,2025-02-10
18/02/2025,fevereiro ,2025,Ação externa,Evento,O NÚCLEO DE CHAPADINHA DEU SUPORTE A SECRETARIA MUNICIPAL DE MEIO AMBIENTE (SEMAM),Nucleo,8,Presencial,Maranhão,8.0,2025-02-18
20/02/2025,fevereiro ,2025,Ação externa,Reunião,1° Reunião da comissão do Crea Junior,CREA,8,Online,Maranhão,8.0,2025-02-20
22/02/2025,fevereiro ,2025,Ação interna,Reunião interna,Reunião interna da Diretoria Estadual,Estadual,6,Online,Maranhão,6.0,2025-02-22
22/02/2025,fevereiro ,2025,Ação interna,Capacitação,TEMA: INTELIGENCIA EMOCIONAL- FERRAMENTA PARA O MERCADO DE TRABALHO.,Nucleo,14,Online,Maranhão,14.0,2025-02-22
22/02/2025,fevereiro ,2025,Ação interna,Reunião interna,REUNIÃO PARA Tratar de Pautas Importantes referente ao CREAJR,Nucleo,5,Online,Maranhão,5.0,2025-02-22
25/02/2025,fevereiro ,2025,Ação interna,Reunião interna,REUNIÃO COM AS COORDENAÇÕES DE GESTÃO DE PESSOAs,Diretoria,7,Online,Maranhão,7.0,2025-02-25
25/02/2025,fevereiro ,2025,Ação interna,Capacitação,Capacitação em ELABORAÇÃO DE CURRÍCULO.,Nucleo,6,Online,Maranhão,6.0,2025-02-25
25/02/2025,fevereiro ,2025,Ação interna,Desenvolvimento interno,Confecção de camisas e crachás para o fardamento padronizado para nosso núcleo.,Nucleo,12,Online,Maranhão,12.0,2025-02-25
26/02/2025,fevereiro ,2025,Ação interna,Palestras,LIVE COM O TEMA:O FUTURO DO DIREITO NO AGRONEGOCIO.,Nucleo,15,Online,Maranhão,15.0,2025-02-26
26/02/2025,fevereiro ,2025,Ação interna,Parceria,Reunião de parceria com a VOITTO,Nucleo,2,Online,Maranhão,2.0,2025-02-26
26/02/2025,fevereiro ,2025,Ação interna,Parceria,Parceria com o ENG. Glalber Alves para minicurso de Gestão de Obras.,Parceria,2,Presencial,Maranhão,2.0,2025-02-26
27/02/2025,fevereiro ,2025,Participação,Reunião,"CREA JR-MA, NÚCLEO CHAPADINHA AUXILIOU A SECRETARIA DE IGUALDADE RACIAL DURANTE REUNIÃO PUBLICA.",Nucleo,4,Presencial,Maranhão,4.0,2025-02-27
27/02/2025,fevereiro ,2025,Ação externa,Visita técnica,Visita técnica Porto do Itaqui,Nucleo,7,Presencial,Maranhão,7.0,2025-02-27
16/01/2025,janeiro ,2025,Ação interna,Processo seletivo,"SELEÇÃO DE MEMBROS, para a coordenação de núcleo",Nucleo,6,Online,Maranhão,6.0,2025-01-16
27/01/2025,janeiro ,2025,Participação,Reunião,Partcipação em REUNIÃO COM A DIRETORIA,Nucleo,12,Online,Maranhão,12.0,2025-01-27
22/02/2025,fevereiro ,2025,Participação,Reunião,REUNIÃO DE ALINHAMENTO SOBRE O EREC (NÚCLEOS BALSAS E CHAPADINHA),Nucleo,17,Online,Maranhão,17.0,2025-02-22
28/02/2025,fevereiro ,2025,Ação interna,Desenvolvimento interno,BUSCA DE PARCERIAS DE LOCAIS PARA A REUNIÃO DO CEP,Nucleo,6,Presencial,Maranhão,6.0,2025-02-28
05/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de Alinhamento e Livelamento com o Núcleo de Chapadinha,Estadual,20,Online,Maranhão,20.0,2025-03-05
07/03/2025,março ,2025,Ação interna,Reunião interna,REUNIÃO COM OS COORDENADORES E ADJUNTOS DO NÚCLEO DE CHAPADINHA,Nucleo,12,Online,Maranhão,12.0,2025-03-07
07/03/2025,março ,2025,Ação interna,Reunião,"CREA JR- MA NUCLEO CHAPADINHA É REPRESENTADO PELA COORDENADORA DE GESTÃO DE PESSOAS, LAVÍNIA BRITO, NA PRIMEIRA REUNIÃO ORDINÁRIA DA COMISSÃO CREA JR.",Nucleo,1,Presencial,Maranhão,1.0,2025-03-07
07/03/2025,março ,2025,Ação interna,Reunião interna,"Reunião de alinhamento para o mês de março, e planejamento de atividades para ás volta aulas, e sobre a participação no Conbep 2025",Nucleo,10,Online,Maranhão,10.0,2025-03-07
07/03/2025,março ,2025,Ação externa,Reunião,Reunião com a comissão permanente do CreaJr MA,CREA,8,Presencial,Maranhão,8.0,2025-03-07
08/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de Alinhamento e Livelamento com o Núcleo de São Luís,Estadual,9,Online,Maranhão,9.0,2025-03-08
08/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de Alinhamento e Livelamento com o Núcleo de Santa Inês,Estadual,5,Online,Maranhão,5.0,2025-03-08
08/03/2025,março ,2025,Ação interna,Reunião,Reunião de alinhamento do EREC 2025 com representantes do núcleo Balsas e Chapadinha,Nucleo,14,Online,Maranhão,14.0,2025-03-08
09/03/2025,março ,2025,Ação interna,Reunião interna,Reunião geral,Nucleo,15,Online,Maranhão,15.0,2025-03-09
10/03/2025,março ,2025,Ação externa,Processo seletivo,Eleição para novos membros do Crea Jr do Núcleo Pinheiro,Nucleo,13,Online,Maranhão,13.0,2025-03-10
10/03/2025,março ,2025,Ação interna,Treinamento,Capacitação: Utilização de IA para Elaboração de Projetos para Eventos,Estadual,10,Online,Maranhão,10.0,2025-03-10
11/03/2025,março ,2025,Ação interna,Visita técnica,BUSCA DE RESIDENCIA E ANALISE DE VALORES PARA DIRETORIA DO CREA ALUGAR - AGROBALSAS,CREA Jr,6,Presencial,Maranhão,6.0,2025-03-11
11/03/2025,março ,2025,Ação externa,Palestras,Participação da diretora de Gestão de Pessoas em acolhida organizada pelo núcleo santa ines,Diretoria,1,Presencial,Maranhão,1.0,2025-03-11
11/03/2025,março ,2025,Ação externa,Palestras,"Palestra teve como intuito apresentar o Crea, Confea, Mútua e a participação do CreaJr para os calouros de Engenharia Civil e Engenharia da Computação.",Nucleo,50,Presencial,Maranhão,50.0,2025-03-11
12/03/2025,março ,2025,Ação interna,Reunião interna,REUNIÃO DE DEFINIÇÃO DE FUNÇÕES INTERNAS E DEMANDAS,CREA Jr,6,Presencial,Maranhão,6.0,2025-03-12
12/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de Alinhamento e Livelamento com o Núcleo de Pinheiro,Estadual,12,Online,Maranhão,12.0,2025-03-12
12/03/2025,março ,2025,Ação interna,Reunião interna,Reunião com o Crea Jr estadual para conhecer as realações e necessidades do nosso Núcleo,Nucleo,12,Online,Maranhão,12.0,2025-03-12
13/03/2025,março ,2025,Participação,Evento,"CREAJR- MA, NUCLEO CHAPADINHA PRESENTE NA QUINTA CONFERENCIA ESTADUAL DO MEIO AMBIENTE E MUDANÇAS CLIMATICAS.",Nucleo,5,Presencial,Maranhão,5.0,2025-03-13
13/03/2025,março ,2025,Participação,Evento,PARTICIPAÇÃO NO EVENTO DE 10º ANOS DO CURSO DE ENGENHARIA CIVIL NA FACULDADE ESTACIO,IES,4,Presencial,Maranhão,4.0,2025-03-13
15/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de Alinhamento e Livelamento com o Núcleo deBacabal,Estadual,7,Online,Maranhão,7.0,2025-03-15
15/03/2025,março ,2025,Ação interna,Processo seletivo,PROCESSO SELETIVO PARA ASSESSORES ESTADUAIS,Estadual,20,Online,Maranhão,20.0,2025-03-15
15/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de Alinhamento e Livelamento com o Núcleo de Imperatriz,Estadual,6,Online,Maranhão,6.0,2025-03-15
17/03/2025,março ,2025,Ação externa,Palestras,"Engenharia da Computação: Entre as Engenharias e a Informatica - Competências, limites e desafios profissionais com o Eng. Eletricista Rogerio Moreira Lima",Estadual,28,Presencial,Maranhão,28.0,2025-03-17
18/03/2025,março ,2025,Ação externa,Visita técnica,"CREA JR- MA, NUCLEO CHAPADINHA VISITOU O GABINETE DO DA UFMA EM SÃO LUÍS",Nucleo,2,Presencial,Maranhão,2.0,2025-03-18
18/03/2025,março ,2025,Ação externa,Palestras,ACOLHIDA CREAJR MA NAS UNIVERSIDADES,CREA Jr,15,Presencial,Maranhão,15.0,2025-03-18
18/03/2025,março ,2025,Ação externa,Parceria,Reunião para Parceria de Organizações Estudantis com Alunos da Uema do Curso de Engenharia de Pesca,Entidades de classe,6,Online,Maranhão,6.0,2025-03-18
18/03/2025,março ,2025,Ação externa,Processo seletivo,"Processo Seletivos para novos membros do Crea Jr- Ma, Núcleo Sãnta inês.",CREA Jr,20,Online,Maranhão,20.0,2025-03-18
18/03/2025,março ,2025,Participação,Evento,COORDENADORA LAVINIA DE BRITO DE GESTÃO DE PESSOAS PARTICIPOU DO CAFÉ DA MANHÃ EM COMEMORAÇÃO AO MES DA MULHER.,Mútua,1,Presencial,Maranhão,1.0,2025-03-18
19/03/2025,março ,2025,Ação externa,Palestras,ACOLHIDA CREAJR MA NAS UNIVERSIDADES,CREA Jr,10,Presencial,Maranhão,10.0,2025-03-19
19/03/2025,março ,2025,Participação,Palestras,Participação na semana de acolhimento da UEMA,CREA Jr,1,Presencial,Maranhão,1.0,2025-03-19
21/03/2025,março ,2025,Ação externa,Capacitação,"Capacitação: Seu Futuro em Jogo: O que o CONFEA, CREA e Mútua tem a ver com Você",Diretoria,18,Online,Maranhão,18.0,2025-03-21
21/03/2025,março ,2025,Ação externa,Evento,"Participação no Encontro delas, realizado pelo programa mulher crea ma em Bacabal",Sistema,30,Presencial,Maranhão,30.0,2025-03-21
24/03/2025,março ,2025,Ação externa,Parceria,PARCERIA COM A IES UNIBALSAS,IES,7,Presencial,Maranhão,7.0,2025-03-24
25/03/2025,março ,2025,Ação interna,Reunião,A reunião teve como principal objetivo discutir a possibilidade de uma parceria entre o CREA Júnior e a Duvalle para a realização de um podcast educativo voltado para estudantes e profissionais da engenharia.,CREA Jr,6,Presencial,Maranhão,6.0,2025-03-25
25/03/2025,março ,2025,Ação externa,Reunião interna,REUNIÃO INTERNA GERAL DE NÚCLEO,CREA Jr,7,Online,Maranhão,7.0,2025-03-25
27/03/2025,março ,2025,Ação externa,Palestras,LIVE DA SEMANA COM O TEMA A IMPORTANCIA DA INOVAÇÃO PARA AS POLITICAS PUBLICAS DO AGRONEGOCIO.,Nucleo,15,Online,Maranhão,15.0,2025-03-27
27/03/2025,março ,2025,Participação,Evento,"OCOORDENADORA DE GESTÃO DE PESSOAS LAVINIA DE BRITO E ASSESSORA DIVNA REIS DA COORDENAÇÃO DE DESENVOLVIMENTO E EXPANSÃO TAMBEM PARTICIPOU DO EVENTO OFERECIDO PELO PROGRAMA MULHER MA, SISTEMA CONFEA\CREA E MÚTUA , PARA O ENCONTRO DELAS.",Sistema,2,Presencial,Maranhão,2.0,2025-03-27
27/03/2025,março ,2025,Participação,Evento,Programa Mulher CREA MA,Sistema,2,Presencial,Maranhão,2.0,2025-03-27
27/03/2025,março ,2025,Participação,Evento,"Participação no Encontro delas, realizado pelo programa mulher crea ma em São Luis",CREA,45,Presencial,Maranhão,45.0,2025-03-27
28/03/2025,março ,2025,Ação externa,Palestras,O QUE É O CREA JR NA UNIBALSAS,IES,15,Presencial,Maranhão,15.0,2025-03-28
28/03/2025,março ,2025,Ação externa,Visita técnica,Acompanhamento de ensaio SPT,Nucleo,6,Presencial,Maranhão,6.0,2025-03-28
30/03/2025,março ,2025,Ação interna,Reunião interna,REUNIÃO Geral,Nucleo,25,Presencial,Maranhão,25.0,2025-03-30
